id,sale_price,bedrooms,bathrooms,metersq_living,metersq_lot,floors,waterfront,view,condition,grade,metersq_above,metersq_basement,yr_built,block_no,location1,location2,metersq_built,metersq_land
23408,668500,4,2.5,2710,5500,2,0,0,3,9,2710,0,1999,2019,1.8327,-1.213,2710,6242
23409,665000,4,2.5,2720,10000,2,0,0,3,10,2720,0,1987,2019,1.8593,-1.241,2720,10020
23410,661000,4,2.25,1990,4600,2,0,2,4,8,1420,570,1932,2064,1.7938,-1.57,1810,5750
23411,653000,3,2.5,2290,3475,2,0,0,3,9,2290,0,2006,2011,1.7851,-1.191,2340,3626
23412,645000,4,2.5,2430,14400,1,0,0,5,8,1670,760,1963,2030,1.8502,-1.328,2140,9048
23413,635000,3,2.5,1960,4166,1,0,0,4,8,980,980,1940,2051,1.7955,-1.46,1440,7200
23414,629000,3,2,1760,5000,1,0,0,5,7,960,800,1920,2032,1.8708,-1.593,1380,5000
23415,615000,4,2.5,2150,9070,2,0,0,4,8,2150,0,1985,2005,1.9579,-1.297,2230,8995
23416,610000,5,2.5,3990,3839,1,0,0,4,8,1990,2000,1962,2047,1.8536,-1.489,2090,5000
23417,585083,5,2.75,2910,36250,1,0,0,3,8,1590,1320,1977,2020,1.8216,-1.266,2910,37376
23418,580000,4,2.5,2220,7064,2,0,0,3,8,2220,0,1988,2011,1.8016,-1.212,2220,7451
23419,568500,3,2.75,2180,7519,1,0,0,4,7,1310,870,1981,2005,1.9259,-1.315,1510,7107
23420,559900,3,2.75,2930,5569,1,0,0,3,9,1860,1070,2004,2021,1.9948,-1.354,2580,11045
23421,550000,3,2,1810,5040,2,0,0,3,7,1810,0,1925,2028,1.9159,-1.529,1518,2945
23422,550000,3,2.5,1840,3035,1,0,0,3,7,920,920,1926,2004,1.8857,-1.517,1780,4000
23423,544000,3,1.5,1790,8203,2,0,1,3,7,1790,0,1910,2009,1.8068,-1.593,1960,6047
23424,540000,4,1.75,1720,4240,2,0,0,4,7,1460,260,1925,2054,1.809,-1.484,1930,4280
23425,535000,3,2.5,1690,9626,2,0,0,3,8,1690,0,1984,2012,1.7947,-1.282,1860,8958
23426,525000,4,2.5,2910,7631,2,0,2,3,9,2910,0,2006,2024,1.5852,-1.191,3190,5552
23427,500000,3,2,1720,5525,1,0,2,5,7,960,760,1941,2059,1.789,-1.488,1760,5525
23428,492000,3,1.75,2770,6250,1,0,0,4,8,1580,1190,1978,2012,1.6969,-1.193,2420,36384
23429,472500,3,2,1750,15500,1,0,0,3,7,1490,260,1982,2020,1.8187,-1.255,2450,50094
23430,469000,3,1,950,4250,2,0,0,5,6,950,0,1948,2044,1.839,-1.497,2130,5120
23431,465500,3,1.75,1890,7004,1,0,0,3,7,1290,600,1965,2051,1.7857,-1.47,1440,5378
23432,455000,2,1,1170,6000,1,0,0,4,7,970,200,1941,2028,1.9294,-1.544,2130,6002
23433,455000,2,1,1140,5720,1,0,0,3,7,850,290,1947,2006,1.9127,-1.488,1410,5832
23434,440150,2,1,1110,6800,1,0,0,5,7,1000,110,1947,2038,1.9484,-1.545,1410,6963
23435,440000,4,2.75,2340,11034,1,0,0,3,8,1720,620,1967,2014,1.9986,-1.468,2370,11941
23436,439900,2,2,1410,12282,2,0,0,5,8,1410,0,1909,2036,1.7542,-1.116,1410,8931
23437,439800,3,1.5,1120,6900,1,0,0,5,7,1120,0,1956,2030,1.8323,-1.322,1300,7000
23438,432500,3,2.5,2240,6460,2,0,0,3,7,2240,0,2002,2008,1.7656,-1.071,2610,5128
23439,430000,2,1,990,4802,1,0,0,3,7,990,0,1947,2007,1.9176,-1.585,1180,5000
23440,411000,4,2.75,2150,9915,1,0,0,5,8,1240,910,1976,2053,1.7678,-1.36,1980,9325
23441,410000,4,1.75,1790,11875,1,0,0,4,7,1490,300,1969,2012,1.752,-1.237,1870,11760
23442,405000,2,1.75,1710,4234,2,0,0,3,7,1330,380,1920,2016,1.7619,-1.576,1530,4556
23443,404000,3,1.5,2030,8880,1,0,0,3,7,1330,700,1963,2059,1.7886,-1.501,2140,5592
23444,400000,3,2.5,1495,936,3,0,0,3,8,1405,90,2006,2054,1.823,-1.485,1495,1186
23445,395000,1,1,730,3000,1,0,0,3,7,730,0,1911,2026,1.9041,-1.586,1520,5000
23446,391000,3,2.25,1410,1290,2,0,0,3,7,1290,120,2004,2012,1.7645,-1.259,1490,1380
23447,380000,2,1,1210,4800,1,0,0,3,8,1060,150,1950,2059,1.7925,-1.506,1380,4800
23448,366000,3,1.75,1510,8301,1,0,0,3,7,1510,0,1967,2033,1.9543,-1.412,1460,7910
23449,350000,3,2.5,2680,7836,2,0,0,3,8,2680,0,1990,2023,1.5503,-1.375,2340,8040
23450,345000,3,1.75,1990,5650,1,0,1,3,7,1320,670,1963,2063,1.7386,-1.442,2130,5650
23451,342000,2,2.5,1175,1366,2,0,0,3,8,740,435,2005,2028,1.9262,-1.532,1710,1255
23452,327000,3,1.5,1320,13200,1,0,0,3,7,1320,0,1970,2015,1.7309,-1.333,1730,13200
23453,320000,5,2.5,3020,21441,1,0,0,4,8,1510,1510,1978,2035,1.5692,-1.321,1610,16445
23454,316000,3,2.25,2130,8721,1,0,0,3,8,1570,560,1987,2067,1.6502,-1.394,2130,9477
23455,315000,3,1,960,6634,1,0,0,3,6,960,0,1952,2022,1.9564,-1.5,1570,7203
23456,305000,2,1.5,1140,2980,2,0,0,3,7,1140,0,1988,2011,1.8007,-1.208,1150,2981
23457,305000,3,1,950,13475,1,0,0,3,7,950,0,1950,2014,1.9843,-1.496,1240,8910
23458,300000,4,2.5,2070,7476,2,0,0,3,8,2070,0,2003,2023,1.5652,-1.379,2430,5500
23459,298000,3,2.5,1950,3600,2,0,0,3,7,1950,0,2010,2024,1.5958,-1.211,1870,4184
23460,290000,3,2.5,2080,4828,2,0,0,3,8,2080,0,2002,2035,1.6037,-1.322,2190,4620
23461,285000,2,2.5,1380,1073,2,0,0,3,7,1140,240,2011,2064,1.7762,-1.559,1580,2036
23462,275000,3,2,1380,4500,1,0,0,3,7,1380,0,2008,2024,1.5961,-1.211,1620,4000
23463,274950,3,1,1450,8820,1,0,0,3,6,1050,400,1958,2056,1.6998,-1.454,1510,8820
23464,270000,4,2.5,1920,8497,2,0,0,3,8,1920,0,1998,2023,1.4908,-1.399,1940,8436
23465,250000,4,2,1850,7560,1,0,0,4,7,1540,310,1978,2066,1.5966,-1.467,1620,7658
23466,199950,3,1,1010,7245,1,0,0,3,7,1010,0,1969,2040,1.5638,-1.496,1300,8236
23467,155000,1,1,720,6000,1,0,0,3,6,720,0,1940,2059,1.7566,-1.506,1040,6000
23468,1300000,4,3.5,2790,10125,2,0,0,5,8,2790,0,1985,2057,1.7951,-1.41,2570,10125
23469,1100000,4,3.75,2930,3200,2,0,0,5,9,2130,800,1925,2003,1.873,-1.549,1900,4320
23470,1100000,4,2,2580,6000,1,0,0,5,9,1300,1280,1950,2032,1.8814,-1.603,2300,6200
23471,1070000,4,3.75,4130,12320,2,0,0,3,11,4130,0,2001,2015,1.7494,-1.341,3690,11227
23472,975000,4,2.25,2290,5350,2,0,0,4,9,2120,170,1958,2032,1.8728,-1.601,2910,5350
23473,960000,5,2.75,3040,10257,2,0,0,3,10,3040,0,1993,2027,1.7831,-1.309,2860,9327
23474,960000,4,3,4590,9150,2,0,0,3,10,3490,1100,1981,2050,1.9534,-1.562,2910,12348
23475,941500,5,3.5,3490,9680,2,0,4,3,9,2460,1030,1980,2050,2.0057,-1.581,3080,13489
23476,930000,4,2.5,2200,4000,2,0,0,5,8,1430,770,1908,2003,1.8702,-1.56,2100,4000
23477,930000,2,2.5,2680,11214,1,0,0,3,9,2680,0,2006,2045,1.9378,-1.209,2305,6908
23478,875000,4,2.25,3720,12384,1,0,2,5,8,1860,1860,1970,2020,1.8136,-1.264,3180,15541
23479,850000,3,1.75,1370,3850,1,0,0,5,7,770,600,1911,2047,1.8674,-1.469,1390,3600
23480,847000,5,1,2550,4623,3,0,0,4,9,2550,0,1905,2044,1.8392,-1.484,1570,3875
23481,835000,4,2.75,1550,4000,2,0,0,3,9,1550,0,1930,2004,1.8896,-1.47,2120,4000
23482,830000,3,3,2080,10521,2,0,0,3,9,2080,0,2004,2033,1.9287,-1.418,3730,11840
23483,785200,3,2.25,1840,3500,2,0,0,5,8,1540,300,1910,2044,1.8363,-1.482,1800,3300
23484,770000,3,2.5,2430,54059,2,0,0,3,10,2430,0,1987,2012,1.6964,-1.182,2910,49658
23485,720000,4,2.5,2870,12648,2,0,0,4,9,2870,0,1986,2011,1.7932,-1.207,2560,12648
23486,718000,3,1,1030,4958,1,0,0,5,7,1030,0,1952,2004,1.8947,-1.467,2230,6987
23487,713250,3,2,2050,9000,1,0,0,4,7,2050,0,1951,2057,1.8185,-1.435,2910,8856
23488,712500,3,1.5,1660,8797,1,0,0,4,7,1660,0,1956,2048,1.8192,-1.392,2350,10053
23489,710000,3,2,2140,4923,1,0,0,4,8,1070,1070,1928,2028,1.9202,-1.529,1470,4923
23490,695000,4,2.5,2961,12146,2,0,0,3,9,2961,0,1998,2020,1.8139,-1.242,2620,17749
23491,689800,3,2.75,2390,9313,1,0,0,5,8,1390,1000,1942,2038,1.9509,-1.521,2390,12712
23492,660000,3,2.5,2290,2798,3,0,0,4,9,2290,0,1953,2013,1.871,-1.505,2260,5000
23493,654950,4,2.5,2790,45902,2,0,0,3,9,2790,0,1987,2037,1.9974,-1.276,2890,42421
23494,650000,5,2.75,2550,5040,2,0,0,5,8,2550,0,1902,2044,1.8436,-1.489,1590,3840
23495,640000,3,2.5,2370,11172,2,0,0,3,9,2370,0,1993,2053,1.7645,-1.369,2550,11558
23496,613000,3,2.5,1350,3068,2,0,0,3,7,1350,0,1991,2044,1.8399,-1.483,1900,4000
23497,613000,5,2.5,2070,12000,1,0,0,4,7,1340,730,1967,2029,1.856,-1.294,2090,12000
23498,605000,5,2.75,2740,5616,2,0,0,5,7,1670,1070,1925,2006,1.9166,-1.507,1600,4592
23499,605000,3,2,2060,4040,1,0,0,4,8,1120,940,1947,2028,1.9098,-1.542,1500,4000
23500,600000,4,2.5,2620,9873,2,0,0,3,8,2620,0,1987,2020,1.8122,-1.241,2520,9935
23501,600000,4,2.5,1960,14242,1,0,1,4,8,1290,670,1958,2052,1.7247,-1.559,2490,10907
23502,590000,4,4.25,2360,57514,2,0,0,4,8,2360,0,1939,2040,1.5143,-1.484,2037,35733
23503,580135,4,2.5,3150,5886,2,0,0,3,8,3150,0,2014,2015,1.7087,-1.312,2650,5886
23504,575000,3,2.25,3800,33825,1,0,0,4,10,3330,470,1976,2035,1.6097,-1.342,3470,14484
23505,575000,4,2.75,3120,7644,2,0,0,3,10,3120,0,2010,2008,1.7456,-1.074,2980,6050
23506,571500,3,1,1300,6710,1,0,0,4,6,1300,0,1952,2057,1.8151,-1.432,1630,9946
23507,562100,3,2.25,2090,12112,2,0,0,3,8,2090,0,1983,2005,1.9315,-1.32,1760,12112
23508,560000,3,1.75,2000,10182,1,0,0,5,7,1400,600,1963,2010,1.8916,-1.365,2050,10182
23509,550000,4,2.5,2170,9600,1,0,0,3,7,1460,710,1980,2005,1.9089,-1.306,1940,8400
23510,548000,3,2.5,2110,11165,2,0,0,3,8,2110,0,2001,2021,1.9808,-1.36,2110,4871
23511,545000,3,1.75,1810,3000,2,0,0,4,7,1810,0,1903,2026,1.8899,-1.553,1140,3000
23512,530000,3,1.75,1250,6041,2,0,0,5,7,1250,0,1942,2006,1.92,-1.494,1180,6042
23513,503000,3,2.5,2190,4882,2,0,0,3,9,2190,0,1999,2014,1.9941,-1.496,2190,7055
23514,500000,3,1.75,1620,4200,1,0,0,5,7,830,790,1945,2006,1.9043,-1.475,1580,5000
23515,495000,4,2.25,2220,8872,1,0,0,4,8,1110,1110,1961,2027,1.7791,-1.36,2220,9106
23516,494995,5,2.75,2670,3800,2,0,0,3,8,2670,0,2014,2015,1.7083,-1.313,2670,3800
23517,475000,3,2.5,2600,7210,2,0,0,3,8,2600,0,1989,2015,1.7423,-1.341,2350,7225
23518,474900,3,2.25,1800,43647,1,0,0,4,8,1800,0,1976,2021,2.0057,-1.322,2480,25608
23519,471000,4,2.5,3030,9687,2,0,0,3,8,2020,1010,1998,2025,1.715,-0.989,2050,10193
23520,449500,5,2.75,2040,7488,1,0,0,4,7,1200,840,1969,2033,1.9589,-1.362,1530,7488
23521,440000,2,1,1230,6600,1,0,0,3,7,1130,100,1906,2051,1.7873,-1.472,1260,5060
23522,440000,3,2.25,1680,57063,2,0,0,4,8,1680,0,1989,2025,1.6969,-0.955,1910,57063
23523,437000,5,2,2120,137565,2,0,0,3,7,2120,0,1913,2069,1.6858,-1.697,2120,157123
23524,435000,3,1.75,2220,132858,1,0,0,3,7,1110,1110,1988,2012,1.7153,-1.224,2130,77536
23525,432000,3,2.5,1970,4036,2,0,0,4,7,1970,0,2003,2008,1.7635,-1.059,1960,5020
23526,430000,3,2,1360,5120,2,0,0,4,6,910,450,1924,2009,1.7887,-1.583,1440,5120
23527,430000,4,2.25,1790,7203,1,0,0,4,7,1110,680,1973,2014,2.0009,-1.484,2270,9000
23528,427874,3,3,2340,5002,2,0,0,3,8,2340,0,2013,2025,1.7131,-0.963,2790,5375
23529,425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,2044,1.8413,-1.487,1440,4080
23530,425000,3,2.25,1870,9000,1,0,0,3,7,1440,430,1978,2017,1.9673,-1.388,1870,8640
23531,425000,2,2.5,1140,1182,3,0,0,3,8,1140,0,2007,2026,1.9013,-1.573,1290,1189
23532,420000,3,1.75,1660,9600,1,0,0,3,8,1380,280,1981,2017,1.9901,-1.357,2030,9500
23533,409950,2,1.75,1370,5125,1,0,0,5,6,1370,0,1944,2028,1.9226,-1.536,1200,5100
23534,402500,3,3.25,2780,4002,2,0,0,3,8,2780,0,2009,2055,1.9648,-1.156,1890,4090
23535,400000,3,1.5,1200,4800,1,0,0,4,7,1200,0,1962,2030,1.8384,-1.326,1510,7668
23536,400000,3,2.25,1450,4706,2,0,0,3,7,1450,0,2009,2058,1.991,-1.422,1490,4667
23537,390000,3,2,1080,7236,1,0,0,5,7,1080,0,1947,2022,1.9443,-1.51,1120,8008
23538,375900,6,1.5,2550,33740,1,0,0,4,8,1750,800,1958,2018,1.5522,-1.552,2010,28200
23539,365000,3,2.5,1720,99916,2,0,0,4,7,1720,0,1990,2035,1.5691,-1.283,1340,73180
23540,363990,4,2.5,2240,3712,2,0,0,3,8,2240,0,2014,2024,1.5851,-1.251,2530,4315
23541,328500,3,2.5,1950,8130,2,0,0,4,9,1950,0,1990,2035,1.6175,-1.351,2350,7691
23542,325000,3,1.75,2250,26337,1,0,0,3,8,2250,0,1980,2023,1.5332,-1.313,1830,26337
23543,320000,3,2,1880,10758,1,0,0,5,6,940,940,1952,2015,1.7391,-1.334,2060,21000
23544,320000,3,3.25,1530,1602,2,0,0,3,8,1140,390,2013,2034,1.7855,-1.552,1450,1198
23545,315000,5,2.5,2090,4698,2,0,0,3,7,2090,0,1998,2024,1.5838,-1.215,2070,4698
23546,312000,4,2.5,1830,5175,2,0,0,3,7,1830,0,2003,2024,1.5865,-1.206,1830,5175
23547,312000,3,2.25,1540,5338,1,0,0,5,7,770,770,1954,2006,1.9242,-1.494,1680,6525
23548,309000,5,2.75,2481,4045,2,0,0,3,8,2481,0,2014,2039,1.4902,-1.474,2363,4175
23549,295000,2,1,1170,10621,1,0,0,3,7,1170,0,1963,2025,1.727,-0.97,1340,9832
23550,285000,3,1.75,2880,18296,1,0,0,3,8,1580,1300,1958,2056,1.7181,-1.471,1380,9592
23551,280000,2,1.5,1480,15641,1,0,0,4,7,1480,0,1940,2052,1.7308,-1.556,1520,7525
23552,280000,3,1.75,1590,27200,2,0,0,4,6,1590,0,1926,2024,1.6538,-1.242,1820,74052
23553,272500,3,2,1410,7622,1,0,0,4,7,1410,0,1983,2046,1.6573,-1.337,1830,8330
23554,268000,3,1.75,1970,10270,1,0,0,4,8,1970,0,1966,2066,1.5919,-1.475,1970,8400
23555,253000,2,1.75,1220,5000,1,0,0,5,7,860,360,1921,2042,1.7206,-1.394,1120,5000
23556,250000,3,2.25,1765,7652,2,0,0,3,7,1765,0,1996,2040,1.5372,-1.518,1765,7719
23557,239000,3,1.75,1340,16480,1,0,0,4,7,1340,0,1968,2035,1.594,-1.352,1520,10451
23558,239000,3,1,1040,6860,2,0,0,3,6,1040,0,1942,2052,1.7421,-1.565,1030,6512
23559,235000,3,2,1530,8700,1,0,0,4,7,1530,0,1970,2042,1.6829,-1.397,1960,7600
23560,235000,2,1,720,4840,1,0,0,4,6,720,0,1947,2064,1.7834,-1.565,1510,4840
23561,235000,3,1,1250,15603,1,0,0,4,7,1250,0,1959,2053,1.7393,-1.362,1720,10220
23562,234000,2,1,940,5375,1,0,0,4,5,940,0,1952,2043,1.6506,-1.514,1200,7500
23563,230000,3,2,1440,5000,1,0,0,4,6,720,720,1942,2053,1.7247,-1.375,1120,5700
23564,225000,3,1,1200,9936,1,0,0,4,6,1200,0,1969,2024,1.5909,-1.219,1200,10189
23565,223000,3,1,1030,9120,1,0,0,3,7,1030,0,1961,2066,1.5907,-1.481,1470,10220
23566,222400,3,2,1200,9566,1,0,0,3,7,1200,0,1995,2039,1.4949,-1.442,1590,9518
23567,210000,3,1,1110,7962,1,0,0,3,7,1110,0,1962,2052,1.7335,-1.55,1200,8094
23568,206000,3,1,1060,9600,1,0,0,4,6,1060,0,1962,2018,1.5178,-1.548,1060,9604
23569,193000,3,1.5,1180,9048,1,0,0,3,7,1180,0,1960,2060,1.6627,-1.518,1460,8942
23570,174500,2,2.5,1240,2689,2,0,0,3,7,1240,0,1986,2040,1.5536,-1.513,1430,3609
23571,150000,3,1,1320,8220,1,0,0,3,7,1320,0,1959,2043,1.5997,-1.499,1320,7920
23572,2400000,5,3.25,3410,9088,2,0,3,3,9,2760,650,1912,2003,1.8585,-1.551,3540,7100
23573,2010000,6,4.5,3810,28176,1,0,4,5,10,3810,0,1969,2050,1.9912,-1.571,3810,26400
23574,1900000,3,2.5,2660,13367,2,0,2,3,10,2660,0,1992,2048,1.8801,-1.407,2660,13367
23575,1270000,5,2.5,3200,17204,1,0,0,3,7,2160,1040,1952,2048,1.8509,-1.412,4090,15732
23576,1130000,5,3.5,3880,13885,2,0,3,4,9,2540,1340,1979,2027,1.7996,-1.346,3690,13885
23577,1100000,5,2.75,2660,8737,1,0,4,5,8,1470,1190,1969,2027,1.7967,-1.345,3280,8783
23578,1030000,3,1.75,2640,8000,1,0,3,4,9,1320,1320,1960,2057,1.8126,-1.436,2740,6000
23579,989000,5,3.5,3280,4000,2,0,0,3,9,2440,840,2003,2007,1.919,-1.586,1980,4000
23580,907500,4,2.5,2770,8642,2,0,0,4,9,2770,0,1987,2030,1.8899,-1.336,2670,9000
23581,875000,4,2.75,3790,10669,2,0,0,3,10,3790,0,1999,2020,1.8276,-1.173,3750,11634
23582,865000,3,1.75,2090,5414,2,0,0,3,7,1610,480,1947,2032,1.887,-1.584,1280,4725
23583,860000,3,3.25,4720,32467,2,0,2,3,10,3190,1530,1998,2015,1.738,-1.303,3260,26386
23584,837500,4,2.5,2700,9320,2,0,0,4,8,2700,0,1994,2010,1.9161,-1.388,2120,8056
23585,791000,3,2.25,2430,5500,2,0,0,3,8,1810,620,1989,2010,1.9112,-1.386,2040,5500
23586,785000,3,1.75,1670,9600,1,0,0,5,8,1670,0,1961,2057,1.8054,-1.423,1900,9600
23587,767450,3,2,1630,7599,1,0,0,3,10,1630,0,2006,2007,1.9281,-1.566,2030,7599
23588,765000,4,3,4410,5104,2,0,0,3,9,3400,1010,2006,2008,1.7692,-1.051,4390,5537
23589,760500,3,2,1990,3990,1,0,0,5,7,1130,860,1912,2028,1.8872,-1.523,1710,4000
23590,760000,4,2.5,2730,36183,2,0,0,3,9,2730,0,1986,2005,1.9336,-1.317,2710,5964
23591,760000,4,2.75,3370,12447,2,0,0,3,10,3370,0,1991,2037,1.9609,-1.248,3700,13129
23592,759600,4,1,1540,115434,2,0,0,4,7,1540,0,1923,2067,1.6463,-1.41,2027,23522
23593,746000,3,2.25,2370,9619,1,0,0,4,8,1650,720,1973,2005,1.8666,-1.289,1960,9712
23594,742000,3,3.25,1540,704,3,0,0,3,9,1540,0,2011,2044,1.8477,-1.498,1540,1456
23595,685000,4,2.5,2770,45514,2,0,0,4,9,2770,0,1989,2037,2.0051,-1.278,2940,49495
23596,658588,3,2.25,2560,41346,2,0,0,3,10,2560,0,1986,2012,1.7171,-1.255,3040,35395
23597,648000,4,2.5,3290,6203,2,0,0,3,9,3290,0,2008,2008,1.7741,-1.05,2990,6835
23598,646000,4,2.25,2500,8500,1,0,0,4,8,1600,900,1978,2027,1.7915,-1.321,2290,8927
23599,640000,3,2.5,1690,1553,3,0,0,3,8,1690,0,2007,2032,1.8743,-1.575,1910,1553
23600,610000,4,3.5,2910,5260,2,0,0,3,9,2910,0,2012,2008,1.7468,-1.073,2910,5260
23601,603500,4,2.5,4060,9734,1,0,4,3,9,2150,1910,1977,2058,1.9978,-1.444,2750,10370
23602,586500,3,2.5,1780,1487,3,0,0,3,8,1600,180,2006,2026,1.8839,-1.541,1780,1300
23603,583000,6,2.75,2630,16411,1,0,0,4,8,1650,980,1974,2005,1.8609,-1.283,2250,12255
23604,572000,3,2.25,1830,7897,1,0,0,4,8,1290,540,1986,2005,1.9214,-1.293,1990,8306
23605,565000,5,2.5,2650,11455,1,0,0,3,7,1400,1250,1961,2029,1.8441,-1.306,1960,9880
23606,560000,3,2.5,2070,12708,2,0,0,3,8,2070,0,1996,2053,1.7595,-1.37,2620,9617
23607,549000,4,2.25,2740,88426,2,0,0,3,7,2740,0,1991,2012,1.7034,-1.196,2740,62726
23608,545000,5,2.5,2730,17240,1,0,0,5,7,1660,1070,1958,2058,1.9946,-1.457,2250,13200
23609,540000,3,1,1050,4160,1,0,0,4,7,1050,0,1925,2006,1.9056,-1.49,1580,3680
23610,539000,3,2.5,1710,2300,2,0,0,3,8,1570,140,2005,2005,1.9043,-1.332,2120,2856
23611,532000,3,2.5,1820,4910,2,0,0,3,8,1820,0,1993,2011,1.8003,-1.186,2090,6668
23612,532000,4,1.75,2020,7029,1,0,0,4,7,1430,590,1979,2005,1.9283,-1.317,1780,7200
23613,525000,3,2,1540,7800,1,0,0,3,8,1540,0,2004,2022,1.9341,-1.478,1510,7800
23614,520000,3,3.25,1540,1487,2,0,0,3,8,1540,0,2011,2012,1.7697,-1.217,1620,1104
23615,519000,2,1,830,2820,1,0,0,4,7,830,0,1920,2028,1.919,-1.537,1460,3150
23616,500000,5,3,2920,11440,2,0,0,3,8,2920,0,2003,2038,1.9907,-1.544,1720,9348
23617,499950,3,2.5,1520,2208,2,0,0,3,8,1040,480,2007,2003,1.8719,-1.564,1610,1618
23618,489000,3,1.5,1020,9072,1,0,0,3,7,920,100,1930,2006,1.925,-1.491,1620,7930
23619,485000,3,2.5,2340,59058,1,0,0,3,8,2340,0,1985,2024,1.6352,-1.218,2700,37263
23620,470000,3,2,1800,12669,1,0,0,3,7,1800,0,1956,2010,1.9235,-1.363,1970,9775
23621,465000,3,1,910,4500,1,0,0,3,7,910,0,1948,2007,1.9128,-1.585,1370,5000
23622,455000,3,1.75,1420,1189,3,0,0,3,8,1420,0,2006,2028,1.8925,-1.542,1380,1196
23623,453500,5,2.5,2300,23345,1,0,0,5,7,1170,1130,1967,2015,1.7039,-1.304,2280,23345
23624,437000,2,1.75,1500,6800,1,0,0,4,7,910,590,1942,2007,1.9304,-1.561,1450,6800
23625,427500,4,2.5,2460,5091,2,0,0,3,9,2460,0,2003,2046,1.68,-1.311,2490,4750
23626,418500,3,2.5,2060,4399,2,0,0,3,7,2060,0,2007,2008,1.7715,-1.074,2060,4399
23627,415000,4,2.5,2000,5962,2,0,0,3,8,2000,0,1999,2038,1.9995,-1.54,1790,10500
23628,411715,3,1.75,1840,5101,1,0,0,5,7,1040,800,1952,2059,1.7885,-1.507,1340,5000
23629,400000,3,1.75,1530,10731,1,0,0,3,7,1530,0,1986,2058,1.9955,-1.434,2100,12593
23630,400000,3,2,2260,11305,1,0,0,3,7,1130,1130,1986,2042,1.6844,-1.394,2080,10248
23631,399950,3,1.5,2080,5244,1,0,0,3,7,1190,890,1959,2022,1.9444,-1.483,1850,6982
23632,392500,4,2.5,2150,7303,2,0,0,3,8,2150,0,2005,2053,1.7409,-1.373,1940,9569
23633,390000,3,2.25,1250,7500,1,0,0,5,7,1250,0,1942,2052,1.7423,-1.563,1280,7392
23634,390000,3,1,1240,11108,1,0,0,4,7,1240,0,1952,2031,1.6765,-1.544,2220,16533
23635,375000,4,1.75,2200,7475,1,0,0,5,7,1100,1100,1955,2051,1.773,-1.47,1600,5766
23636,375000,2,1,820,6250,1,0,0,4,5,820,0,1922,2016,1.7779,-1.574,1300,6250
23637,371000,3,1.5,1420,4500,1,0,0,3,7,1420,0,1959,2028,1.924,-1.522,1540,6375
23638,365000,2,1,1250,8100,1,0,0,4,7,1250,0,1947,2022,1.9594,-1.519,1710,8100
23639,364950,4,2.5,2310,8030,2,0,0,3,7,2310,0,1978,2055,1.9733,-1.172,1780,8041
23640,355000,2,1.75,1650,4000,1,0,0,4,7,950,700,1947,2059,1.7922,-1.509,1060,4110
23641,340000,3,1.75,2190,12626,2,0,0,4,8,2190,0,1978,2035,1.6145,-1.344,3110,14592
23642,335000,4,2.75,2540,7210,1,0,0,4,7,1600,940,1979,2046,1.6901,-1.355,1820,7766
23643,327500,3,1,1070,7140,1,0,0,3,7,1070,0,1989,2051,1.7727,-1.478,1390,2374
23644,327500,4,1.75,1650,7800,1,0,0,3,8,1650,0,1968,2046,1.6807,-1.329,1750,10400
23645,324950,3,1,1210,7440,1,0,0,3,7,1210,0,1949,2014,1.9702,-1.513,1120,7440
23646,320000,3,1.5,1650,9380,1,0,0,5,7,1130,520,1978,2046,1.6825,-1.352,1720,8856
23647,317000,3,1,1010,5400,1,0,0,3,6,1010,0,1959,2054,1.8046,-1.483,960,5400
23648,310000,3,2,1350,11150,1,0,0,3,7,1110,240,1995,2025,1.676,-0.966,1290,10043
23649,299000,1,0.75,560,12120,1,0,0,3,4,560,0,1967,2041,1.905,-1.044,1300,19207
23650,292000,3,1.75,1730,11325,1,0,0,5,7,1730,0,1972,2067,1.6221,-1.372,2030,17859
23651,289950,3,2,1670,7757,1,0,0,3,8,1670,0,1992,2065,1.6102,-1.397,2290,7859
23652,285000,3,2.5,2437,5136,2,0,0,3,7,2437,0,2011,2072,1.5817,-1.4,2437,4614
23653,280000,2,1,960,9253,1,0,0,3,6,960,0,1942,2007,1.9246,-1.552,1010,5040
23654,275000,3,2.5,1720,8755,1,0,0,3,8,1000,720,1983,2018,1.5486,-1.581,1720,8690
23655,275000,2,1,770,8149,1,0,0,5,6,770,0,1948,2014,1.9706,-1.492,770,8150
23656,270000,3,2.25,2080,4252,2,0,0,3,7,1550,530,2003,2035,1.6503,-1.347,2080,2275
23657,261000,3,1.5,1810,29308,1,0,0,3,7,950,860,1983,2035,1.5885,-1.257,1790,37531
23658,250500,3,2,1710,7225,2,0,0,4,7,1710,0,1988,2018,1.5217,-1.563,1710,7225
23659,250000,4,2,2120,8701,2,0,0,4,7,2120,0,1960,2043,1.6022,-1.498,1720,8527
23660,240500,3,1.75,1460,10584,1,0,0,3,7,990,470,1997,2056,1.722,-1.507,1220,12012
23661,229500,3,1.75,1770,33224,1,0,0,4,8,1770,0,1968,2023,1.5677,-1.384,1690,22069
23662,219950,3,2.25,1500,7615,1,0,0,3,7,1150,350,1984,2018,1.5446,-1.541,1540,8649
23663,212500,3,1,920,14400,1,0,0,4,7,920,0,1977,2039,1.5116,-1.459,1170,9600
